,0
2872,1016
2873,1193
2874,854
2875,1097
2876,1340
2877,935
2878,1178
2879,1421
2880,320
2881,1043
2882,1286
2883,881
2884,1124
2885,1367
2886,962
2887,1205
2888,1448
2889,107
2890,350
2891,593
2892,836
2893,1079
2894,1322
2895,917
2896,1160
2897,1403
2898,322
2899,1025
2900,1268
2901,863
2902,1106
2903,1349
2904,944
2905,1187
2906,1430
2907,323
2908,1052
2909,1295
2910,890
2911,1133
2912,1376
2913,971
2914,1214
2915,1457
2916,4
2917,13
2918,14
2919,31
2920,40
2921,43
2922,38
2923,41
2924,44
2925,85
2926,94
2927,103
2928,112
2929,121
2930,130
2931,115
2932,124
2933,133
2934,110
2935,119
2936,128
2937,113
2938,122
2939,131
2940,116
2941,125
2942,134
2943,85
2944,256
2945,257
2946,274
2947,283
2948,292
2949,301
2950,310
2951,319
2952,328
2953,337
2954,346
2955,337
2956,364
2957,373
2958,346
2959,373
2960,400
2961,329
2962,358
2963,385
2964,340
2965,367
2966,394
2967,349
2968,376
2969,403
2970,110
2971,353
2972,380
2973,335
2974,362
2975,389
2976,344
2977,371
2978,398
2979,329
2980,356
2981,383
2982,338
2983,365
2984,392
2985,347
2986,374
2987,401
2988,332
2989,359
2990,386
2991,341
2992,368
2993,395
2994,350
2995,377
2996,404
2997,31
2998,94
2999,95
3000,280
3001,283
3002,286
3003,281
3004,284
3005,287
3006,274
3007,823
3008,824
3009,841
3010,850
3011,859
3012,844
3013,853
3014,862
3015,335
3016,848
3017,857
3018,842
3019,851
3020,860
3021,845
3022,854
3023,863
3024,112
3025,337
3026,338
3027,841
3028,1012
3029,1015
3030,1010
3031,1013
3032,1016
3033,337
3034,1066
3035,1067
3036,1012
3037,1093
3038,1102
3039,1013
3040,1120
3041,1129
3042,338
3043,1067
3044,1156
3045,1015
3046,1102
3047,1183
3048,1016
3049,1129
3050,1210
3051,113
3052,356
3053,581
3054,842
3055,1085
3056,1168
3057,1019
3058,1114
3059,1195
3060,340
3061,1069
3062,1150
3063,1015
3064,1096
3065,1177
3066,1022
3067,1123
3068,1204
3069,341
3070,1070
3071,1159
3072,1024
3073,1105
3074,1186
3075,1025
3076,1132
3077,1213
3078,38
3079,119
3080,176
3081,281
3082,362
3083,443
3084,524
3085,527
3086,530
3087,301
3088,848
3089,905
3090,1010
3091,1091
3092,1172
3093,1031
3094,1118
3095,1199
3096,344
3097,1073
3098,1154
3099,1019
3100,1100
3101,1181
3102,1034
3103,1127
3104,1208
3105,115
3106,358
3107,419
3108,844
3109,1085
3110,1166
3111,1031
3112,1112
3113,1193
3114,346
3115,1067
3116,1148
3117,1013
3118,1094
3119,1175
3120,1040
3121,1121
3122,1202
3123,347
3124,1076
3125,1157
3126,1022
3127,1103
3128,1184
3129,1043
3130,1130
3131,1211
3132,116
3133,359
3134,602
3135,845
3136,1088
3137,1169
3138,1034
3139,1115
3140,1196
3141,349
3142,1070
3143,1151
3144,1016
3145,1097
3146,1178
3147,1043
3148,1124
3149,1205
3150,350
3151,1079
3152,1160
3153,1025
3154,1106
3155,1187
3156,1052
3157,1133
3158,1214
3159,13
3160,40
3161,41
3162,94
3163,121
3164,124
3165,119
3166,122
3167,125
3168,256
3169,283
3170,310
3171,337
3172,364
3173,373
3174,358
3175,367
3176,376
3177,353
3178,362
3179,371
3180,356
3181,365
3182,374
3183,359
3184,368
3185,377
3186,94
3187,283
3188,284
3189,823
3190,850
3191,853
3192,848
3193,851
3194,854
3195,337
3196,1012
3197,1013
3198,1066
3199,1093
3200,1120
3201,1067
3202,1102
3203,1129
3204,356
3205,1085
3206,1114
3207,1069
3208,1096
3209,1123
3210,1070
3211,1105
3212,1132
3213,119
3214,362
3215,527
3216,848
3217,1091
3218,1118
3219,1073
3220,1100
3221,1127
3222,358
3223,1085
3224,1112
3225,1067
3226,1094
3227,1121
3228,1076
3229,1103
3230,1130
3231,359
3232,1088
3233,1115
3234,1070
3235,1097
3236,1124
3237,1079
3238,1106
3239,1133
3240,40
3241,121
3242,122
3243,283
3244,364
3245,367
3246,362
3247,365
3248,368
3249,283
3250,850
3251,851
3252,1012
3253,1093
3254,1102
3255,1085
3256,1096
3257,1105
3258,362
3259,1091
3260,1100
3261,1085
3262,1094
3263,1103
3264,1088
3265,1097
3266,1106
3267,121
3268,364
3269,365
3270,850
3271,1093
3272,1096
3273,1091
3274,1094
3275,1097
3276,364
3277,1093
3278,1094
3279,1093
3280,3280
3281,3281
3282,1094
3283,3281
3284,3284
3285,365
3286,1094
3287,1823
3288,1096
3289,3281
3290,3290
3291,1097
3292,3284
3293,3293
3294,122
3295,365
3296,608
3297,851
3298,1094
3299,1337
3300,1100
3301,1823
3302,1826
3303,367
3304,1096
3305,1337
3306,1102
3307,3281
3308,3308
3309,1103
3310,3290
3311,3311
3312,368
3313,1097
3314,1826
3315,1105
3316,3284
3317,3311
3318,1106
3319,3293
3320,3320
3321,41
3322,122
3323,203
3324,284
3325,365
3326,446
3327,527
3328,608
3329,611
3330,310
3331,851
3332,932
3333,1013
3334,1094
3335,1175
3336,1112
3337,1337
3338,1418
3339,371
3340,1100
3341,1661
3342,1114
3343,1823
3344,1832
3345,1115
3346,1826
3347,1835
3348,124
3349,367
3350,446
3351,853
3352,1096
3353,1339
3354,1118
3355,1337
3356,1340
3357,373
3358,1102
3359,1175
3360,1120
3361,3281
3362,3362
3363,1121
3364,3308
3365,3365
3366,374
3367,1103
3368,1832
3369,1123
3370,3290
3371,3371
3372,1124
3373,3311
3374,3374
3375,125
3376,368
3377,611
3378,854
3379,1097
3380,1340
3381,1127
3382,1826
3383,2069
3384,376
3385,1105
3386,1418
3387,1129
3388,3284
3389,3365
3390,1130
3391,3311
3392,3392
3393,377
3394,1106
3395,1835
3396,1132
3397,3293
3398,3374
3399,1133
3400,3320
3401,3401
3402,14
3403,41
3404,68
3405,95
3406,122
3407,149
3408,176
3409,203
3410,206
3411,257
3412,284
3413,311
3414,338
3415,365
3416,392
3417,419
3418,446
3419,473
3420,380
3421,527
3422,554
3423,581
3424,608
3425,617
3426,602
3427,611
3428,620
3429,103
3430,310
3431,311
3432,824
3433,851
3434,878
3435,905
3436,932
3437,935
3438,346
3439,1013
3440,1040
3441,1067
3442,1094
3443,1121
3444,1148
3445,1175
3446,1202
3447,383
3448,1112
3449,1283
3450,1150
3451,1337
3452,1364
3453,1151
3454,1418
3455,1445
3456,128
3457,371
3458,554
3459,857
3460,1100
3461,1343
3462,1154
3463,1661
3464,1664
3465,385
3466,1114
3467,1283
3468,1156
3469,1823
3470,1850
3471,1157
3472,1832
3473,1859
3474,386
3475,1115
3476,1844
3477,1159
3478,1826
3479,1853
3480,1160
3481,1835
3482,1862
3483,43
3484,124
3485,149
3486,286
3487,367
3488,448
3489,443
3490,446
3491,449
3492,292
3493,853
3494,878
3495,1015
3496,1096
3497,1177
3498,1166
3499,1339
3500,1348
3501,389
3502,1118
3503,1343
3504,1168
3505,1337
3506,1346
3507,1169
3508,1340
3509,1349
3510,130
3511,373
3512,392
3513,859
3514,1102
3515,1177
3516,1172
3517,1175
3518,1178
3519,373
3520,1120
3521,1121
3522,1102
3523,3281
3524,3308
3525,1175
3526,3362
3527,3365
3528,392
3529,1121
3530,1850
3531,1177
3532,3308
3533,3533
3534,1178
3535,3365
3536,3536
3537,131
3538,374
3539,617
3540,860
3541,1103
3542,1346
3543,1181
3544,1832
3545,1907
3546,394
3547,1123
3548,1364
3549,1183
3550,3290
3551,3533
3552,1184
3553,3371
3554,3554
3555,395
3556,1124
3557,1853
3558,1186
3559,3311
3560,3560
3561,1187
3562,3374
3563,3563
3564,44
3565,125
3566,206
3567,287
3568,368
3569,449
3570,530
3571,611
3572,692
3573,319
3574,854
3575,935
3576,1016
3577,1097
3578,1178
3579,1193
3580,1340
3581,1421
3582,398
3583,1127
3584,1664
3585,1195
3586,1826
3587,1907
3588,1196
3589,2069
3590,2078
3591,133
3592,376
3593,473
3594,862
3595,1105
3596,1348
3597,1199
3598,1418
3599,1421
3600,400
3601,1129
3602,1202
3603,1129
3604,3284
3605,3365
3606,1202
3607,3365
3608,3608
3609,401
3610,1130
3611,1859
3612,1204
3613,3311
3614,3554
3615,1205
3616,3392
3617,3617
3618,134
3619,377
3620,620
3621,863
3622,1106
3623,1349
3624,1208
3625,1835
3626,2078
3627,403
3628,1132
3629,1445
3630,1210
3631,3293
3632,3536
3633,1211
3634,3374
3635,3617
3636,404
3637,1133
3638,1862
3639,1213
3640,3320
3641,3563
3642,1214
3643,3401
3644,3644
3645,5
3646,14
3647,23
3648,32
3649,41
3650,50
3651,59
3652,68
3653,71
3654,86
3655,95
3656,104
3657,113
3658,122
3659,131
3660,140
3661,149
3662,158
3663,167
3664,176
3665,185
3666,194
3667,203
3668,212
3669,197
3670,206
3671,215
3672,88
3673,257
3674,266
3675,275
3676,284
3677,293
3678,302
3679,311
3680,320
3681,329
3682,338
3683,347
3684,356
3685,365
3686,374
3687,383
3688,392
3689,401
3690,410
3691,419
3692,428
3693,437
3694,446
3695,455
3696,464
3697,473
3698,482
3699,137
3700,380
3701,509
3702,518
3703,527
3704,536
3705,545
3706,554
3707,563
3708,412
3709,581
3710,590
3711,581
3712,608
3713,617
3714,590
3715,617
3716,644
3717,413
3718,602
3719,629
3720,584
3721,611
3722,638
3723,593
3724,620
3725,647
3726,34
3727,103
3728,104
3729,289
3730,310
3731,313
3732,308
3733,311
3734,314
3735,277
3736,824
3737,833
3738,842
3739,851
3740,860
3741,869
3742,878
3743,887
3744,416
3745,905
3746,914
3747,923
3748,932
3749,941
3750,926
3751,935
3752,944
3753,115
3754,346
3755,347
3756,844
3757,1013
3758,1022
3759,1031
3760,1040
3761,1043
3762,358
3763,1067
3764,1076
3765,1085
3766,1094
3767,1103
3768,1112
3769,1121
3770,1130
3771,419
3772,1148
3773,1157
3774,1166
3775,1175
3776,1184
3777,1193
3778,1202
3779,1211
3780,140
3781,383
3782,590
3783,869
3784,1112
3785,1265
3786,1262
3787,1283
3788,1292
3789,421
3790,1150
3791,1319
3792,1168
3793,1337
3794,1346
3795,1265
3796,1364
3797,1373
3798,422
3799,1151
3800,1400
3801,1267
3802,1418
3803,1427
3804,1268
3805,1445
3806,1454
3807,47
3808,128
3809,185
3810,290
3811,371
3812,452
3813,533
3814,554
3815,557
3816,304
3817,857
3818,914
3819,1019
3820,1100
3821,1181
3822,1262
3823,1343
3824,1424
3825,425
3826,1154
3827,1643
3828,1276
3829,1661
3830,1670
3831,1277
3832,1664
3833,1673
3834,142
3835,385
3836,428
3837,871
3838,1114
3839,1285
3840,1280
3841,1283
3842,1286
3843,385
3844,1156
3845,1157
3846,1114
3847,1823
3848,1832
3849,1283
3850,1850
3851,1859
3852,428
3853,1157
3854,1886
3855,1285
3856,1832
3857,1913
3858,1286
3859,1859
3860,1940
3861,143
3862,386
3863,629
3864,872
3865,1115
3866,1358
3867,1289
3868,1844
3869,1925
3870,430
3871,1159
3872,1400
3873,1195
3874,1826
3875,1907
3876,1292
3877,1853
3878,1934
3879,431
3880,1160
3881,1889
3882,1294
3883,1835
3884,1916
3885,1295
3886,1862
3887,1943
3888,16
3889,43
3890,50
3891,97
3892,124
3893,151
3894,146
3895,149
3896,152
3897,259
3898,286
3899,313
3900,340
3901,367
3902,394
3903,421
3904,448
3905,457
3906,434
3907,443
3908,452
3909,437
3910,446
3911,455
3912,440
3913,449
3914,458
3915,97
3916,292
3917,293
3918,826
3919,853
3920,880
3921,875
3922,878
3923,881
3924,340
3925,1015
3926,1022
3927,1069
3928,1096
3929,1123
3930,1150
3931,1177
3932,1204
3933,437
3934,1166
3935,1285
3936,1312
3937,1339
3938,1366
3939,1313
3940,1348
3941,1375
3942,146
3943,389
3944,536
3945,875
3946,1118
3947,1361
3948,1316
3949,1343
3950,1370
3951,421
3952,1168
3953,1265
3954,1150
3955,1337
3956,1364
3957,1319
3958,1346
3959,1373
3960,440
3961,1169
3962,1358
3963,1313
3964,1340
3965,1367
3966,1322
3967,1349
3968,1376
3969,43
3970,130
3971,131
3972,292
3973,373
3974,394
3975,389
3976,392
3977,395
3978,286
3979,859
3980,860
3981,1015
3982,1102
3983,1183
3984,1168
3985,1177
3986,1186
3987,443
3988,1172
3989,1181
3990,1166
3991,1175
3992,1184
3993,1169
3994,1178
3995,1187
3996,124
3997,373
3998,374
3999,853
4000,1120
4001,1123
4002,1118
4003,1121
4004,1124
4005,367
4006,1102
4007,1103
4008,1096
4009,3281
4010,3290
4011,1337
4012,3308
4013,3311
4014,446
4015,1175
4016,1832
4017,1339
4018,3362
4019,3371
4020,1340
4021,3365
4022,3374
4023,149
4024,392
4025,617
4026,878
4027,1121
4028,1364
4029,1343
4030,1850
4031,1853
4032,448
4033,1177
4034,1346
4035,1177
4036,3308
4037,3533
4038,1346
4039,3533
4040,3560
4041,449
4042,1178
4043,1907
4044,1348
4045,3365
4046,3554
4047,1349
4048,3536
4049,3563
4050,50
4051,131
4052,212
4053,293
4054,374
4055,455
4056,536
4057,617
4058,638
4059,313
4060,860
4061,941
4062,1022
4063,1103
4064,1184
4065,1265
4066,1346
4067,1427
4068,452
4069,1181
4070,1670
4071,1285
4072,1832
4073,1913
4074,1358
4075,1907
4076,1916
4077,151
4078,394
4079,455
4080,880
4081,1123
4082,1366
4083,1361
4084,1364
4085,1367
4086,394
4087,1183
4088,1184
4089,1123
4090,3290
4091,3371
4092,1364
4093,3533
4094,3554
4095,455
4096,1184
4097,1913
4098,1366
4099,3371
4100,4100
4101,1367
4102,3554
4103,4103
4104,152
4105,395
4106,638
4107,881
4108,1124
4109,1367
4110,1370
4111,1853
4112,2096
4113,457
4114,1186
4115,1427
4116,1204
4117,3311
4118,3554
4119,1373
4120,3560
4121,4121
4122,458
4123,1187
4124,1916
4125,1375
4126,3374
4127,4103
4128,1376
4129,3563
4130,4130
4131,17
4132,44
4133,71
4134,98
4135,125
4136,152
4137,179
4138,206
4139,233
4140,260
4141,287
4142,314
4143,341
4144,368
4145,395
4146,422
4147,449
4148,476
4149,461
4150,530
4151,557
4152,584
4153,611
4154,638
4155,665
4156,692
4157,701
4158,106
4159,319
4160,320
4161,827
4162,854
4163,881
4164,908
4165,935
4166,962
4167,349
4168,1016
4169,1043
4170,1070
4171,1097
4172,1124
4173,1151
4174,1178
4175,1205
4176,464
4177,1193
4178,1286
4179,1313
4180,1340
4181,1367
4182,1394
4183,1421
4184,1448
4185,155
4186,398
4187,563
4188,884
4189,1127
4190,1370
4191,1397
4192,1664
4193,1691
4194,430
4195,1195
4196,1292
4197,1159
4198,1826
4199,1853
4200,1400
4201,1907
4202,1934
4203,467
4204,1196
4205,1925
4206,1402
4207,2069
4208,2096
4209,1403
4210,2078
4211,2105
4212,52
4213,133
4214,158
4215,295
4216,376
4217,457
4218,470
4219,473
4220,476
4221,295
4222,862
4223,887
4224,1024
4225,1105
4226,1186
4227,1267
4228,1348
4229,1429
4230,470
4231,1199
4232,1424
4233,1267
4234,1418
4235,1427
4236,1412
4237,1421
4238,1430
4239,133
4240,400
4241,401
4242,862
4243,1129
4244,1204
4245,1199
4246,1202
4247,1205
4248,376
4249,1129
4250,1130
4251,1105
4252,3284
4253,3311
4254,1418
4255,3365
4256,3392
4257,473
4258,1202
4259,1859
4260,1348
4261,3365
4262,3554
4263,1421
4264,3608
4265,3617
4266,158
4267,401
4268,644
4269,887
4270,1130
4271,1373
4272,1424
4273,1859
4274,1934
4275,457
4276,1204
4277,1373
4278,1186
4279,3311
4280,3560
4281,1427
4282,3554
4283,4121
4284,476
4285,1205
4286,1934
4287,1429
4288,3392
4289,4121
4290,1430
4291,3617
4292,4292
4293,53
4294,134
4295,215
4296,296
4297,377
4298,458
4299,539
4300,620
4301,701
4302,322
4303,863
4304,944
4305,1025
4306,1106
4307,1187
4308,1268
4309,1349
4310,1430
4311,479
4312,1208
4313,1673
4314,1294
4315,1835
4316,1916
4317,1439
4318,2078
4319,2159
4320,160
4321,403
4322,482
4323,889
4324,1132
4325,1375
4326,1442
4327,1445
4328,1448
4329,403
4330,1210
4331,1211
4332,1132
4333,3293
4334,3374
4335,1445
4336,3536
4337,3617
4338,482
4339,1211
4340,1940
4341,1375
4342,3374
4343,4103
4344,1448
4345,3617
4346,4346
4347,161
4348,404
4349,647
4350,890
4351,1133
4352,1376
4353,1451
4354,1862
4355,2105
4356,484
4357,1213
4358,1454
4359,1213
4360,3320
4361,3563
4362,1454
4363,3563
4364,4292
4365,485
4366,1214
4367,1943
4368,1456
4369,3401
4370,4130
4371,1457
4372,3644
4373,4373
4374,2
4375,5
4376,8
4377,11
4378,14
4379,17
4380,20
4381,23
4382,26
4383,29
4384,32
4385,35
4386,38
4387,41
4388,44
4389,47
4390,50
4391,53
4392,56
4393,59
4394,62
4395,59
4396,68
4397,71
4398,62
4399,71
4400,80
4401,83
4402,86
4403,89
4404,92
4405,95
4406,98
4407,101
4408,104
4409,107
4410,110
4411,113
4412,116
4413,119
4414,122
4415,125
4416,128
4417,131
4418,134
4419,137
4420,140
4421,143
4422,146
4423,149
4424,152
4425,155
4426,158
4427,161
4428,164
4429,167
4430,170
4431,173
4432,176
4433,179
4434,182
4435,185
4436,188
4437,167
4438,194
4439,197
4440,176
4441,203
4442,206
4443,185
4444,212
4445,215
4446,170
4447,197
4448,224
4449,179
4450,206
4451,233
4452,188
4453,215
4454,242
4455,29
4456,88
4457,89
4458,254
4459,257
4460,260
4461,263
4462,266
4463,269
4464,272
4465,275
4466,278
4467,281
4468,284
4469,287
4470,290
4471,293
4472,296
4473,299
4474,302
4475,305
4476,308
4477,311
4478,314
4479,317
4480,320
4481,323
4482,110
4483,329
4484,332
4485,335
4486,338
4487,341
4488,344
4489,347
4490,350
4491,353
4492,356
4493,359
4494,362
4495,365
4496,368
4497,371
4498,374
4499,377
4500,380
4501,383
4502,386
4503,389
4504,392
4505,395
4506,398
4507,401
4508,404
4509,167
4510,410
4511,413
4512,416
4513,419
4514,422
4515,425
4516,428
4517,431
4518,434
4519,437
4520,440
4521,443
4522,446
4523,449
4524,452
4525,455
4526,458
4527,461
4528,464
4529,467
4530,470
4531,473
4532,476
4533,479
4534,482
4535,485
4536,56
4537,137
4538,170
4539,299
4540,380
4541,461
4542,506
4543,509
4544,512
4545,299
4546,518
4547,521
4548,524
4549,527
4550,530
4551,533
4552,536
4553,539
4554,506
4555,545
4556,548
4557,533
4558,554
4559,557
4560,560
4561,563
4562,566
4563,137
4564,412
4565,413
4566,518
4567,581
4568,584
4569,545
4570,590
4571,593
4572,380
4573,581
4574,602
4575,527
4576,608
4577,611
4578,554
4579,617
4580,620
4581,509
4582,590
4583,629
4584,536
4585,617
4586,638
4587,563
4588,644
4589,647
4590,170
4591,413
4592,656
4593,521
4594,602
4595,665
4596,548
4597,629
4598,674
4599,461
4600,584
4601,665
4602,530
4603,611
4604,692
4605,557
4606,638
4607,701
4608,512
4609,593
4610,674
4611,539
4612,620
4613,701
4614,566
4615,647
4616,728
4617,11
4618,34
4619,35
4620,100
4621,103
4622,106
4623,101
4624,104
4625,107
4626,254
4627,289
4628,316
4629,301
4630,310
4631,319
4632,304
4633,313
4634,322
4635,299
4636,308
4637,317
4638,302
4639,311
4640,320
4641,305
4642,314
4643,323
4644,92
4645,277
4646,278
4647,821
4648,824
4649,827
4650,830
4651,833
4652,836
4653,335
4654,842
4655,845
4656,848
4657,851
4658,854
4659,857
4660,860
4661,863
4662,518
4663,869
4664,872
4665,875
4666,878
4667,881
4668,884
4669,887
4670,890
4671,173
4672,416
4673,521
4674,902
4675,905
4676,908
4677,911
4678,914
4679,917
4680,416
4681,923
4682,926
4683,905
4684,932
4685,935
4686,914
4687,941
4688,944
4689,521
4690,926
4691,953
4692,908
4693,935
4694,962
4695,917
4696,944
4697,971
4698,38
4699,115
4700,116
4701,301
4702,346
4703,349
4704,344
4705,347
4706,350
4707,281
4708,844
4709,845
4710,1010
4711,1013
4712,1016
4713,1019
4714,1022
4715,1025
4716,524
4717,1031
4718,1034
4719,1031
4720,1040
4721,1043
4722,1034
4723,1043
4724,1052
4725,119
4726,358
4727,359
4728,848
4729,1067
4730,1070
4731,1073
4732,1076
4733,1079
4734,362
4735,1085
4736,1088
4737,1091
4738,1094
4739,1097
4740,1100
4741,1103
4742,1106
4743,527
4744,1112
4745,1115
4746,1118
4747,1121
4748,1124
4749,1127
4750,1130
4751,1133
4752,176
4753,419
4754,602
4755,905
4756,1148
4757,1151
4758,1154
4759,1157
4760,1160
4761,443
4762,1166
4763,1169
4764,1172
4765,1175
4766,1178
4767,1181
4768,1184
4769,1187
4770,530
4771,1193
4772,1196
4773,1199
4774,1202
4775,1205
4776,1208
4777,1211
4778,1214
4779,59
4780,140
4781,197
4782,302
4783,383
4784,464
4785,545
4786,590
4787,593
4788,308
4789,869
4790,926
4791,1031
4792,1112
4793,1193
4794,1262
4795,1265
4796,1268
4797,533
4798,1262
4799,1277
4800,1280
4801,1283
4802,1286
4803,1289
4804,1292
4805,1295
4806,146
4807,421
4808,440
4809,875
4810,1150
4811,1313
4812,1316
4813,1319
4814,1322
4815,389
4816,1168
4817,1169
4818,1118
4819,1337
4820,1340
4821,1343
4822,1346
4823,1349
4824,536
4825,1265
4826,1358
4827,1361
4828,1364
4829,1367
4830,1370
4831,1373
4832,1376
4833,179
4834,422
4835,665
4836,908
4837,1151
4838,1394
4839,1397
4840,1400
4841,1403
4842,470
4843,1267
4844,1412
4845,1199
4846,1418
4847,1421
4848,1424
4849,1427
4850,1430
4851,539
4852,1268
4853,1439
4854,1442
4855,1445
4856,1448
4857,1451
4858,1454
4859,1457
4860,20
4861,47
4862,62
4863,101
4864,128
4865,155
4866,182
4867,185
4868,188
4869,263
4870,290
4871,317
4872,344
4873,371
4874,398
4875,425
4876,452
4877,479
4878,506
4879,533
4880,560
4881,545
4882,554
4883,563
4884,548
4885,557
4886,566
4887,101
4888,304
4889,305
4890,830
4891,857
4892,884
4893,911
4894,914
4895,917
4896,344
4897,1019
4898,1034
4899,1073
4900,1100
4901,1127
4902,1154
4903,1181
4904,1208
4905,545
4906,1262
4907,1289
4908,1316
4909,1343
4910,1370
4911,1397
4912,1424
4913,1451
4914,182
4915,425
4916,548
4917,911
4918,1154
4919,1397
4920,1640
4921,1643
4922,1646
4923,425
4924,1276
4925,1277
4926,1154
4927,1661
4928,1664
4929,1643
4930,1670
4931,1673
4932,548
4933,1277
4934,1682
4935,1397
4936,1664
4937,1691
4938,1646
4939,1673
4940,1700
4941,47
4942,142
4943,143
4944,304
4945,385
4946,430
4947,425
4948,428
4949,431
4950,290
4951,871
4952,872
4953,1019
4954,1114
4955,1195
4956,1276
4957,1285
4958,1294
4959,533
4960,1280
4961,1289
4962,1262
4963,1283
4964,1292
4965,1277
4966,1286
4967,1295
4968,128
4969,385
4970,386
4971,857
4972,1156
4973,1159
4974,1154
4975,1157
4976,1160
4977,371
4978,1114
4979,1115
4980,1100
4981,1823
4982,1826
4983,1661
4984,1832
4985,1835
4986,554
4987,1283
4988,1844
4989,1343
4990,1850
4991,1853
4992,1664
4993,1859
4994,1862
4995,185
4996,428
4997,629
4998,914
4999,1157
5000,1400
5001,1643
5002,1886
5003,1889
5004,452
5005,1285
5006,1358
5007,1181
5008,1832
5009,1907
5010,1670
5011,1913
5012,1916
5013,557
5014,1286
5015,1925
5016,1424
5017,1859
5018,1934
5019,1673
5020,1940
5021,1943
5022,62
5023,143
5024,224
5025,305
5026,386
5027,467
5028,548
5029,629
5030,674
5031,317
5032,872
5033,953
5034,1034
5035,1115
5036,1196
5037,1277
5038,1358
5039,1439
5040,560
5041,1289
5042,1682
5043,1289
5044,1844
5045,1925
5046,1682
5047,1925
5048,2024
5049,155
5050,430
5051,467
5052,884
5053,1159
5054,1402
5055,1397
5056,1400
5057,1403
5058,398
5059,1195
5060,1196
5061,1127
5062,1826
5063,2069
5064,1664
5065,1907
5066,2078
5067,563
5068,1292
5069,1925
5070,1370
5071,1853
5072,2096
5073,1691
5074,1934
5075,2105
5076,188
5077,431
5078,674
5079,917
5080,1160
5081,1403
5082,1646
5083,1889
5084,2132
5085,479
5086,1294
5087,1439
5088,1208
5089,1835
5090,2078
5091,1673
5092,1916
5093,2159
5094,566
5095,1295
5096,2024
5097,1451
5098,1862
5099,2105
5100,1700
5101,1943
5102,2186
5103,5
5104,16
5105,17
5106,34
5107,43
5108,52
5109,47
5110,50
5111,53
5112,88
5113,97
5114,106
5115,115
5116,124
5117,133
5118,142
5119,151
5120,160
5121,137
5122,146
5123,155
5124,140
5125,149
5126,158
5127,143
5128,152
5129,161
5130,86
5131,259
5132,260
5133,277
5134,286
5135,295
5136,304
5137,313
5138,322
5139,329
5140,340
5141,349
5142,358
5143,367
5144,376
5145,385
5146,394
5147,403
5148,412
5149,421
5150,430
5151,421
5152,448
5153,457
5154,430
5155,457
5156,484
5157,167
5158,434
5159,461
5160,416
5161,443
5162,470
5163,425
5164,452
5165,479
5166,410
5167,437
5168,464
5169,419
5170,446
5171,473
5172,428
5173,455
5174,482
5175,413
5176,440
5177,467
5178,422
5179,449
5180,476
5181,431
5182,458
5183,485
5184,32
5185,97
5186,98
5187,289
5188,292
5189,295
5190,290
5191,293
5192,296
5193,275
5194,826
5195,827
5196,844
5197,853
5198,862
5199,871
5200,880
5201,889
5202,518
5203,875
5204,884
5205,869
5206,878
5207,887
5208,872
5209,881
5210,890
5211,113
5212,340
5213,341
5214,842
5215,1015
5216,1024
5217,1019
5218,1022
5219,1025
5220,356
5221,1069
5222,1070
5223,1085
5224,1096
5225,1105
5226,1114
5227,1123
5228,1132
5229,581
5230,1150
5231,1159
5232,1168
5233,1177
5234,1186
5235,1195
5236,1204
5237,1213
5238,194
5239,437
5240,584
5241,923
5242,1166
5243,1267
5244,1276
5245,1285
5246,1294
5247,437
5248,1312
5249,1313
5250,1166
5251,1339
5252,1348
5253,1285
5254,1366
5255,1375
5256,584
5257,1313
5258,1402
5259,1267
5260,1348
5261,1429
5262,1294
5263,1375
5264,1456
5265,59
5266,146
5267,179
5268,308
5269,389
5270,470
5271,533
5272,536
5273,539
5274,302
5275,875
5276,908
5277,1031
5278,1118
5279,1199
5280,1280
5281,1361
5282,1442
5283,545
5284,1316
5285,1397
5286,1262
5287,1343
5288,1424
5289,1289
5290,1370
5291,1451
5292,140
5293,421
5294,422
5295,869
5296,1168
5297,1267
5298,1262
5299,1265
5300,1268
5301,383
5302,1150
5303,1151
5304,1112
5305,1337
5306,1418
5307,1283
5308,1364
5309,1445
5310,590
5311,1319
5312,1400
5313,1265
5314,1346
5315,1427
5316,1292
5317,1373
5318,1454
5319,197
5320,440
5321,665
5322,926
5323,1169
5324,1412
5325,1277
5326,1358
5327,1439
5328,464
5329,1313
5330,1394
5331,1193
5332,1340
5333,1421
5334,1286
5335,1367
5336,1448
5337,593
5338,1322
5339,1403
5340,1268
5341,1349
5342,1430
5343,1295
5344,1376
5345,1457
5346,14
5347,43
5348,44
5349,103
5350,130
5351,133
5352,128
5353,131
5354,134
5355,257
5356,292
5357,319
5358,346
5359,373
5360,400
5361,385
5362,394
5363,403
5364,380
5365,389
5366,398
5367,383
5368,392
5369,401
5370,386
5371,395
5372,404
5373,95
5374,286
5375,287
5376,824
5377,859
5378,862
5379,857
5380,860
5381,863
5382,338
5383,1015
5384,1016
5385,1067
5386,1102
5387,1129
5388,1156
5389,1183
5390,1210
5391,581
5392,1168
5393,1195
5394,1150
5395,1177
5396,1204
5397,1159
5398,1186
5399,1213
5400,176
5401,443
5402,530
5403,905
5404,1172
5405,1199
5406,1154
5407,1181
5408,1208
5409,419
5410,1166
5411,1193
5412,1148
5413,1175
5414,1202
5415,1157
5416,1184
5417,1211
5418,602
5419,1169
5420,1196
5421,1151
5422,1178
5423,1205
5424,1160
5425,1187
5426,1214
5427,41
