512743.63	5403547.33	308.68	0
512743.62	5403547.33	308.70	0
512743.61	5403547.33	308.72	0
512743.60	5403547.34	308.68	0
512743.60	5403547.33	308.73	0
512741.50	5403547.36	309.05	0
512741.50	5403547.36	309.07	0
512741.49	5403547.46	309.09	0
512741.48	5403547.46	309.07	0
512741.47	5403547.46	309.10	0
512741.47	5403547.45	309.13	0
512741.46	5403547.37	309.04	0
512739.39	5403547.51	309.10	0
512739.39	5403547.48	309.34	0
512739.38	5403547.60	309.25	0
512739.37	5403547.71	309.15	0
512739.39	5403547.49	310.65	1
512739.39	5403547.48	310.70	1
512739.38	5403547.49	310.69	1
512739.37	5403547.48	310.72	1
512739.36	5403547.39	310.64	1
512739.32	5403547.41	309.20	0
512737.33	5403547.26	313.14	1
512737.33	5403547.37	313.09	1
512737.32	5403547.38	313.03	1
512737.30	5403547.37	313.12	1
512737.30	5403547.26	313.14	1
512735.22	5403547.41	311.72	1
512735.22	5403547.43	312.29	1
512735.22	5403547.49	312.59	1
512735.21	5403547.51	312.48	1
512735.20	5403547.60	312.53	1
512735.19	5403547.61	312.48	1
512735.18	5403547.72	312.40	1
512735.18	5403547.71	312.49	1
512735.17	5403547.71	312.51	1
512735.16	5403547.70	312.58	1
512735.15	5403547.61	312.52	1
512735.14	5403547.42	312.43	1
512733.08	5403547.41	310.89	1
512733.08	5403547.65	311.31	1
512733.05	5403547.87	310.55	0
512733.05	5403547.98	310.50	0
512733.03	5403548.07	310.57	0
512733.12	5403547.43	315.53	1
512733.08	5403547.70	313.71	1
512733.07	5403547.81	313.66	1
512733.06	5403547.82	313.62	1
512733.05	5403547.81	313.69	1
512732.99	5403548.21	311.02	1
512733.04	5403547.74	313.52	1
512733.06	5403547.27	315.32	1
512732.97	5403547.52	310.95	1
512731.00	5403547.35	313.89	0
512730.97	5403547.69	312.98	0
512730.96	5403547.82	312.79	0
512730.96	5403547.91	312.86	0
512730.95	5403548.00	312.97	0
512730.92	5403548.28	311.78	0
512730.91	5403548.28	311.77	0
512730.90	5403548.38	311.79	0
512730.89	5403548.39	311.75	0
512730.92	5403548.17	313.22	0
512730.89	5403548.10	313.01	0
512730.86	5403548.08	311.82	0
512730.86	5403547.56	312.61	0
512728.83	5403547.98	311.68	0
