494679.23	5420749.99	326.13	0
494679.24	5420747.69	325.24	0
494679.27	5420745.40	324.26	0
494679.28	5420743.20	323.42	0
494679.30	5420740.69	322.34	0
494679.33	5420738.54	321.31	0
494679.36	5420736.28	320.24	0
494679.37	5420733.83	319.33	0
494679.38	5420731.49	318.54	0
494679.33	5420728.69	318.95	0
494679.28	5420726.03	319.36	0
494679.23	5420723.24	319.81	0
494679.16	5420720.41	320.47	0
494679.19	5420718.01	319.43	0
494679.21	5420715.72	318.45	0
494679.24	5420713.35	317.27	0
494679.26	5420711.05	316.28	0
494679.25	5420708.39	315.78	0
494679.26	5420706.05	314.95	0
494679.28	5420703.59	314.10	0
494679.27	5420701.04	313.63	0
494679.25	5420698.42	313.53	0
494679.21	5420695.76	313.58	0
494679.18	5420692.98	313.63	0
494679.11	5420690.18	314.45	0
494679.09	5420687.59	314.23	0
494679.09	5420685.11	313.53	0
494679.11	5420682.54	312.57	0
494679.13	5420680.11	311.59	0
494679.14	5420677.63	310.83	0
494679.16	5420675.20	309.80	0
494679.17	5420672.49	308.86	0
494679.19	5420670.15	307.98	0
494679.20	5420667.67	307.16	0
494679.21	5420665.07	306.29	0
494679.22	5420662.58	305.47	0
494679.23	5420660.07	304.76	0
494679.24	5420657.46	303.92	0
494679.25	5420654.96	303.09	0
494679.24	5420652.42	302.56	0
494679.24	5420649.77	301.89	0
494679.25	5420647.12	301.23	0
494679.25	5420644.46	300.57	0
494679.24	5420641.91	300.11	0
494679.24	5420639.36	299.51	0
494679.22	5420636.54	299.15	0
494679.20	5420634.05	299.11	0
494679.18	5420631.35	298.79	0
494679.15	5420628.62	298.71	0
494679.15	5420626.07	298.15	0
494679.15	5420623.53	297.50	0
494679.17	5420620.77	296.48	0
494679.21	5420618.31	294.96	0
494679.26	5420615.84	293.51	0
494679.32	5420613.27	291.61	0
494679.16	5420610.29	294.11	0
494679.25	5420607.89	291.66	0
494679.22	5420605.14	291.66	0
494679.03	5420602.13	295.02	1
494679.00	5420599.52	294.93	1
494678.97	5420596.80	294.86	1
494678.95	5420594.20	294.75	1
494679.07	5420591.67	291.58	0
494679.04	5420588.93	291.62	0
494678.98	5420583.58	291.58	0
494678.94	5420580.84	291.70	0
494678.94	5420564.80	287.73	0
494678.99	5420562.09	286.13	0
494679.05	5420559.50	284.30	0
494679.08	5420556.63	282.87	0
494679.13	5420554.01	281.26	0
494679.11	5420551.25	281.02	0
494679.23	5420548.49	277.63	0
494679.29	5420545.83	275.79	0
494679.35	5420543.03	273.76	0
494679.42	5420540.22	271.62	0
