494198.52	5420712.25	259.83	0
494198.55	5420715.12	260.45	0
494198.55	5420717.75	261.45	0
494198.52	5420720.46	263.27	0
494199.11	5420745.20	277.03	0
494199.12	5420742.71	276.16	0
494199.13	5420740.20	275.35	0
494199.23	5420738.23	272.58	0
494199.23	5420735.68	271.87	0
494199.24	5420733.14	271.15	0
494199.30	5420730.93	269.15	0
494199.30	5420728.36	268.52	0
494199.36	5420726.01	266.48	0
494199.37	5420723.48	265.68	0
494199.43	5420721.14	263.55	0
494199.45	5420718.49	262.61	0
494199.50	5420716.09	260.66	0
494199.50	5420713.51	260.00	0
494199.50	5420710.79	259.36	0
494199.49	5420708.07	258.70	0
494199.49	5420705.34	258.13	0
494199.47	5420702.70	257.70	0
494199.45	5420699.92	257.36	0
494199.43	5420697.10	257.19	0
494199.40	5420694.14	257.04	0
494199.25	5420690.93	259.48	1
494199.19	5420688.03	259.83	1
494199.17	5420685.25	259.56	1
494199.18	5420682.61	258.62	1
494199.14	5420679.64	258.66	1
494199.20	5420677.18	256.68	1
494199.22	5420674.55	255.61	0
494198.81	5420670.35	263.41	1
494198.80	5420667.52	262.84	1
494198.81	5420664.89	261.88	1
494198.81	5420662.20	261.26	1
494199.08	5420660.32	254.83	0
494199.04	5420657.52	254.77	0
494199.03	5420654.77	254.40	0
494198.99	5420651.84	254.31	0
494198.96	5420649.05	254.22	0
494198.93	5420646.14	254.09	0
494198.90	5420643.36	253.98	0
494198.88	5420640.59	253.80	0
494198.85	5420637.68	253.65	0
494198.82	5420634.91	253.51	0
494198.80	5420632.16	253.16	0
494198.60	5420628.70	256.54	1
494198.74	5420626.35	252.95	0
494198.71	5420623.59	252.72	0
494198.68	5420620.69	252.61	0
494198.65	5420617.91	252.57	0
494198.62	5420615.01	252.51	0
494198.58	5420612.10	252.48	0
494198.54	5420609.33	252.51	0
494198.90	5420489.74	251.76	0
494198.95	5420492.51	251.90	0
494199.00	5420495.28	251.93	0
494199.07	5420498.29	251.66	0
494199.12	5420501.17	251.52	0
494199.19	5420504.05	251.35	0
494199.30	5420509.56	251.16	0
494199.35	5420512.59	251.17	0
494199.41	5420515.47	251.14	0
494199.51	5420521.12	251.13	0
494199.56	5420523.74	251.12	0
494199.62	5420526.76	251.08	0
494199.06	5420532.66	265.77	1
494199.75	5420535.42	251.78	0
494199.79	5420538.18	252.01	0
494199.83	5420541.06	252.30	0
494199.88	5420543.94	252.34	0
494199.93	5420546.82	252.29	0
494199.98	5420549.70	252.54	0
494199.98	5420552.43	253.52	0
494199.99	5420555.29	254.55	0
494200.02	5420558.15	255.14	0
494200.06	5420560.89	255.19	0
494200.16	5420563.92	254.39	0
494200.27	5420566.85	253.02	0
494200.32	5420569.59	253.08	0
494200.38	5420572.48	253.04	0
494200.15	5420575.20	259.19	1
494200.17	5420577.89	259.95	1
494200.19	5420580.59	260.59	1
494200.21	5420583.54	261.25	1
494200.25	5420586.24	261.59	1
494200.34	5420589.16	260.80	1
494200.42	5420592.07	260.06	1
494200.81	5420595.34	252.87	0
494200.86	5420598.25	252.80	0
494200.92	5420601.15	252.71	0
494200.98	5420604.06	252.65	0
494201.04	5420606.97	252.56	0
494201.09	5420609.87	252.56	0
494201.15	5420612.79	252.50	0
494201.20	5420615.57	252.40	0
494201.25	5420618.47	252.51	0
494201.30	5420621.38	252.57	0
494201.35	5420624.29	252.65	0
494201.40	5420627.20	252.72	0
494201.44	5420630.09	252.99	0
494201.49	5420632.87	253.05	0
494201.53	5420635.75	253.41	0
494201.57	5420638.63	253.74	0
494201.62	5420641.55	253.83	0
494201.67	5420644.46	253.98	0
494201.71	5420647.35	254.25	0
494201.71	5420650.12	255.37	1
494201.80	5420653.06	254.47	0
494201.86	5420656.00	254.48	0
494201.59	5420657.85	261.35	1
494201.61	5420660.66	262.01	1
494201.61	5420663.40	263.10	1
494201.68	5420666.24	262.83	1
494201.80	5420669.41	261.43	1
494202.14	5420673.41	255.48	0
494202.19	5420676.37	255.51	0
494202.21	5420679.19	256.31	0
494201.99	5420681.09	261.88	1
494202.07	5420684.01	261.37	1
494202.21	5420687.34	259.50	1
494202.39	5420690.84	256.89	0
494202.45	5420693.81	256.97	0
494202.50	5420696.79	257.01	0
494202.54	5420699.86	257.26	0
494202.58	5420702.52	257.57	0
494202.61	5420705.55	258.05	0
494202.64	5420708.41	258.68	0
494202.66	5420711.13	259.33	0
494202.69	5420714.00	259.95	0
494202.71	5420716.84	260.65	0
494202.66	5420719.34	262.78	0
494202.65	5420722.01	264.18	0
494202.60	5420724.48	266.33	0
494202.63	5420727.35	266.89	0
494202.58	5420729.70	268.89	0
494202.53	5420732.16	271.01	0
494202.55	5420734.96	271.79	0
